"Txhash","Blockno","UnixTimestamp","DateTime","From","To","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $281.79/Eth","Historical $Price/Eth","Status","ErrCode","Type"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x3a374bab3e19ca1c87581a928c9755bc189caa06","","0","0.6","169.074","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x3a94087e5c99c06f33c29ff247fdd00618de1223","","0","20","5635.8","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x4931bf63d6a51e5f07ccd4f063a7540264c30d6d","","0","0.99","278.9721","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x52f32ac0b3cd362231e3ce6ae08614f98be6bc38","","0","0.02","5.6358","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x5ec0ca71ebda818f0433cc213bea55991ce87d54","","0","1.92","541.0368","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x653d8ebccd17e29e1e028d1442e53bfab3852846","","0","231.4","65206.206","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x669e604bb0f0827c7b879b2cab3a21e1eeb2c4d2","","0","5.68","1600.5672","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x687e721858e45a5191ded5a7b3bbd8ca79272021","","0","0.98","276.1542","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x78a02f0a8bcab2d353869df7afc1dfe3dee3262f","","0","27.9","7861.941","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x7e53adb268861ada07f4fa2503c2485efbd9f62b","","0","2.19","617.1201","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x7e9640d0f6fc8419afe451c0f7b26118d8033b9b","","0","1.19","335.3301","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x834fac32e3b53557c20b39632563231e52c3d3f3","","0","25","7044.75","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x8c5434e1f202ac090ab6d90ef13ab9cd6806a6cd","","0","6.07","1710.4653","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x8fbcfede375ddedffa09555bf84a13e7c60da3ce","","0","2.19","617.1201","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x914c8ab66ba6ee4f152d64d161b5f2af6268b505","","0","3.99","1124.3421","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xa4c0c286ae4462d19fae03ef872683dba63ed660","","0","42.8","12060.612","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xa7250494ee59c8cf7edb3dcb226eba29d053d590","","0","4","1127.16","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xa8c3b3b65f5fba90cc052674f4ab32a6b34211a5","","0","0.98","276.1542","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xa9f5b821818fde48075d91ae2939193f2833de2c","","0","0.39","109.8981","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xac155f325c144fbd506fdc30b5e357036aa1b855","","0","1.1","309.969","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xad8a1cb0d30cbd07d437a8f6814c5dcc7095c3d2","","0","0.14","39.4506","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xaefc16eba4267e948bf9cbcb8868e35fe255fa73","","0","21.46","6047.2134","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xaf43f8b6d8bf7e8f404716c95d3e7acbfda69338","","0","3.01","848.1879","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xb926ead778f72f6021bd9aebbdbf90a2eaccfba4","","0","5","1408.95","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xbe5ef3895457d6812262ee2ca3ac046ffa1fec10","","0","6.8","1916.172","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xc1d0b8c3a5a76f1aff188d5296f1f610872229cc","","0","1.02","287.4258","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xc27470d27c80019a664e624f2c8f1f4b5affaa1c","","0","1","281.79","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xc5a2390ce7df33e55352c449e7c781e6d9cedaa6","","0","0.87","245.1573","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xcdb6bd2c78b1c271d5ab207061562340e232917e","","0","9.99","2815.0821","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xcf947318c505751d8da2fcfe6021defd02c6bc3a","","0","2","563.58","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xd83a501de6301bd8f35046bb19b7783e8705ebc0","","0","1.88","529.7652","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xdc6ad6f3f120559486ba613cbb674f7c8ab29da1","","0","0.09","25.3611","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xe35b3ec7dd06cc5d0c3350306d12c60c0ebf26cf","","0","0.2","56.358","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xeaa9e4a275ac696592e873c02b38bb9bbad835d6","","0","2.6","732.654","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xeafedde19f9c37e44f1ec91487003fdf895dda3f","","0","5.54","1561.1166","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xebd1953340964e1f3eee3e38b9e52ec2b395d8bb","","0","2.52","710.1108","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xecbfc1ed6a472d9ef4ae3e63b96477da3e2c22ab","","0","0.3","84.537","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xf1273d14fcf71d79e151af6dc0825dacb37a8bf0","","0","1","281.79","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xf246faf0c50bdd2d8bc14fbb5b4b9b8926494b49","","0","0.56","157.8024","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xf6db91208bc2530176a4c6ae1f6203ca8f7dcc0b","","0","0.59","166.2561","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xf848fecf7ffa18ab0e57ec89dc9b712ff9e46e5f","","0","2.4","676.296","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xf97758377839c92dcc4bdf6f8bc30c460aa06aa4","","0","4.98","1403.3142","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xf997558ae6ab4e5b7df35b6686becf512a50202c","","0","5","1408.95","291.84","0","","call"
"0x1e8bd822459da865f5277364d2a949ee57855ab98445a63075b40a0eb3cbad2e","4265772","1505215436","9/12/2017 11:23:56 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xfa1aebd4852f68b4ddc9fb0fba1f66a91eba2f6e","","0","0.02","5.6358","291.84","0","","call"
"0x7b97d343f69d4d1daa5ed8e6e562c66e7747aa5a47c8d5d5254620361d1141b2","4262613","1505140001","9/11/2017 2:26:41 PM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xa9f5b821818fde48075d91ae2939193f2833de2c","","0","2","563.58","297.95","0","","call"
"0x7b97d343f69d4d1daa5ed8e6e562c66e7747aa5a47c8d5d5254620361d1141b2","4262613","1505140001","9/11/2017 2:26:41 PM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xaade5ae663b6e49c30dafda61af20628937ef384","","0","1.8","507.222","297.95","0","","call"
"0x7b97d343f69d4d1daa5ed8e6e562c66e7747aa5a47c8d5d5254620361d1141b2","4262613","1505140001","9/11/2017 2:26:41 PM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xaefc16eba4267e948bf9cbcb8868e35fe255fa73","","0","28","7890.12","297.95","0","","call"
"0x7b97d343f69d4d1daa5ed8e6e562c66e7747aa5a47c8d5d5254620361d1141b2","4262613","1505140001","9/11/2017 2:26:41 PM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xaf13d6555ea4e28a07df1c8b1942dd9abab30dff","","0","5","1408.95","297.95","0","","call"
"0x7b97d343f69d4d1daa5ed8e6e562c66e7747aa5a47c8d5d5254620361d1141b2","4262613","1505140001","9/11/2017 2:26:41 PM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xaf43f8b6d8bf7e8f404716c95d3e7acbfda69338","","0","1.99","560.7621","297.95","0","","call"
"0x7b97d343f69d4d1daa5ed8e6e562c66e7747aa5a47c8d5d5254620361d1141b2","4262613","1505140001","9/11/2017 2:26:41 PM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xb140ed1e606b199a265eca7203c2a9a683920b5c","","0","1.97","555.1263","297.95","0","","call"
"0x7b97d343f69d4d1daa5ed8e6e562c66e7747aa5a47c8d5d5254620361d1141b2","4262613","1505140001","9/11/2017 2:26:41 PM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xb447a053fc917fb85962c8810fe43a6f772cd34d","","0","2","563.58","297.95","0","","call"
"0x7b97d343f69d4d1daa5ed8e6e562c66e7747aa5a47c8d5d5254620361d1141b2","4262613","1505140001","9/11/2017 2:26:41 PM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xb748f7abc01e056fda0072fcce37978eb3c1c1ec","","0","2","563.58","297.95","0","","call"
"0x7b97d343f69d4d1daa5ed8e6e562c66e7747aa5a47c8d5d5254620361d1141b2","4262613","1505140001","9/11/2017 2:26:41 PM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xb90bc56bbdadcee316bb341f251f014129102853","","0","0.98","276.1542","297.95","0","","call"
"0x7b97d343f69d4d1daa5ed8e6e562c66e7747aa5a47c8d5d5254620361d1141b2","4262613","1505140001","9/11/2017 2:26:41 PM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xbc02d050432af626f56030f24c6f0188ff445418","","0","1.97","555.1263","297.95","0","","call"
"0x7b97d343f69d4d1daa5ed8e6e562c66e7747aa5a47c8d5d5254620361d1141b2","4262613","1505140001","9/11/2017 2:26:41 PM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xbde43e5b38771fd495716455f6e701edb86007d3","","0","1.99","560.7621","297.95","0","","call"
"0x7b97d343f69d4d1daa5ed8e6e562c66e7747aa5a47c8d5d5254620361d1141b2","4262613","1505140001","9/11/2017 2:26:41 PM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xbe14c5444b481e1713bb360eb87b06aa4d1c1d4a","","0","9.97","2809.4463","297.95","0","","call"
"0x7b97d343f69d4d1daa5ed8e6e562c66e7747aa5a47c8d5d5254620361d1141b2","4262613","1505140001","9/11/2017 2:26:41 PM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xbf3dccdbb34769a2677755570cb89d6d85b15203","","0","2","563.58","297.95","0","","call"
"0x7b97d343f69d4d1daa5ed8e6e562c66e7747aa5a47c8d5d5254620361d1141b2","4262613","1505140001","9/11/2017 2:26:41 PM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xbf8da05d57ec6afa91bee38d15296d03778b9027","","0","0.98","276.1542","297.95","0","","call"
"0x7b97d343f69d4d1daa5ed8e6e562c66e7747aa5a47c8d5d5254620361d1141b2","4262613","1505140001","9/11/2017 2:26:41 PM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xbfd30f020c9e8bebab4e89787b9faea9764eed78","","0","1","281.79","297.95","0","","call"
"0x7b97d343f69d4d1daa5ed8e6e562c66e7747aa5a47c8d5d5254620361d1141b2","4262613","1505140001","9/11/2017 2:26:41 PM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xc1d0b8c3a5a76f1aff188d5296f1f610872229cc","","0","0.98","276.1542","297.95","0","","call"
"0x7b97d343f69d4d1daa5ed8e6e562c66e7747aa5a47c8d5d5254620361d1141b2","4262613","1505140001","9/11/2017 2:26:41 PM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xc79bd47445cd99e77ec722a34d67074f1c427c0c","","0","4.99","1406.1321","297.95","0","","call"
"0x7b97d343f69d4d1daa5ed8e6e562c66e7747aa5a47c8d5d5254620361d1141b2","4262613","1505140001","9/11/2017 2:26:41 PM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xc9b95585142b33fc5313fd6d1fa0a95fe5718214","","0","10","2817.9","297.95","0","","call"
"0x7b97d343f69d4d1daa5ed8e6e562c66e7747aa5a47c8d5d5254620361d1141b2","4262613","1505140001","9/11/2017 2:26:41 PM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xd08e34ceb31974baaacbd2abf20cce9e576f4530","","0","1.99","560.7621","297.95","0","","call"
"0x7b97d343f69d4d1daa5ed8e6e562c66e7747aa5a47c8d5d5254620361d1141b2","4262613","1505140001","9/11/2017 2:26:41 PM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xd124c25bdff9685ee2baa3e0b83dc3912b709118","","0","4.99","1406.1321","297.95","0","","call"
"0x7b97d343f69d4d1daa5ed8e6e562c66e7747aa5a47c8d5d5254620361d1141b2","4262613","1505140001","9/11/2017 2:26:41 PM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xd3ea5fea374a228d67951aef697b77577850a65b","","0","5","1408.95","297.95","0","","call"
"0x7b97d343f69d4d1daa5ed8e6e562c66e7747aa5a47c8d5d5254620361d1141b2","4262613","1505140001","9/11/2017 2:26:41 PM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xd72075786bfd62112f16281517b1dd9815da7a94","","0","0.99","278.9721","297.95","0","","call"
"0x7b97d343f69d4d1daa5ed8e6e562c66e7747aa5a47c8d5d5254620361d1141b2","4262613","1505140001","9/11/2017 2:26:41 PM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xd83a501de6301bd8f35046bb19b7783e8705ebc0","","0","2.4","676.296","297.95","0","","call"
"0x7b97d343f69d4d1daa5ed8e6e562c66e7747aa5a47c8d5d5254620361d1141b2","4262613","1505140001","9/11/2017 2:26:41 PM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xd9173ac6687de558a9d87ede68e3e28f5caaa456","","0","2","563.58","297.95","0","","call"
"0x7b97d343f69d4d1daa5ed8e6e562c66e7747aa5a47c8d5d5254620361d1141b2","4262613","1505140001","9/11/2017 2:26:41 PM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xdcc2bafe912f198d1e108a4008f3d980067a03c0","","0","26.6","7495.614","297.95","0","","call"
"0x7b97d343f69d4d1daa5ed8e6e562c66e7747aa5a47c8d5d5254620361d1141b2","4262613","1505140001","9/11/2017 2:26:41 PM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xe06dc1590141c67c1a012e7a68307317c841431d","","0","21.42","6035.9418","297.95","0","","call"
"0x7b97d343f69d4d1daa5ed8e6e562c66e7747aa5a47c8d5d5254620361d1141b2","4262613","1505140001","9/11/2017 2:26:41 PM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xe34dc6b2983bf7253c41628c0082fd7f23a897f8","","0","1","281.79","297.95","0","","call"
"0x7b97d343f69d4d1daa5ed8e6e562c66e7747aa5a47c8d5d5254620361d1141b2","4262613","1505140001","9/11/2017 2:26:41 PM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xe355567d2d5da61940c66d5b580b2bd4e9afb05e","","0","0.99","278.9721","297.95","0","","call"
"0x7b97d343f69d4d1daa5ed8e6e562c66e7747aa5a47c8d5d5254620361d1141b2","4262613","1505140001","9/11/2017 2:26:41 PM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xe4e56fa9c17f850deb22b08423997ed6bd6bacaf","","0","4.28","1206.0612","297.95","0","","call"
"0x7b97d343f69d4d1daa5ed8e6e562c66e7747aa5a47c8d5d5254620361d1141b2","4262613","1505140001","9/11/2017 2:26:41 PM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xe56c470a342eedbb2e001e70d1c5765c042eb349","","0","0.59","166.2561","297.95","0","","call"
"0x7b97d343f69d4d1daa5ed8e6e562c66e7747aa5a47c8d5d5254620361d1141b2","4262613","1505140001","9/11/2017 2:26:41 PM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xe8e18911c8a8867f4098db7e6715d2936d0caf58","","0","0.24","67.6296","297.95","0","","call"
"0x7b97d343f69d4d1daa5ed8e6e562c66e7747aa5a47c8d5d5254620361d1141b2","4262613","1505140001","9/11/2017 2:26:41 PM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xeafedde19f9c37e44f1ec91487003fdf895dda3f","","0","1.12","315.6048","297.95","0","","call"
"0x7b97d343f69d4d1daa5ed8e6e562c66e7747aa5a47c8d5d5254620361d1141b2","4262613","1505140001","9/11/2017 2:26:41 PM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xedcaac5e2cb43e1d23afccb78e0f5efc8ffde525","","0","0.5","140.895","297.95","0","","call"
