"Txhash","Blockno","UnixTimestamp","DateTime","From","To","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $331.52/Eth","Historical $Price/Eth","Status","ErrCode","Type"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xa4e5a1831b03a7650164e1d17cc86271e234280d","","0","1","331.52","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x50c5220c6d8376ea48da8e2d4e6f13473e9e3ee4","","0","15","4972.8","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x2dada4d2236bdc1c72ac5c67f6aac64b52e5ca11","","0","2","663.04","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xff8fa3db045b18033f1d0156be0a3e5087efaef3","","0","2","663.04","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x1e260f9df292307e18c856a349d96f885325fbe3","","0","4.05","1342.656","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xc0f3f97f3c997560b5771984a13011020fdfcea9","","0","2.8","928.256","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xb27db5a34da5fe08b34b58b1c81cb5773ffcf894","","0","0.06","19.8912","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xe4e8151523886c84e9fd2ae2ce9f941fd47d7081","","0","1","331.52","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x8937d230b019c2fa0f69ac553c3d577909c14650","","0","1.93","639.8336","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x17ca9667fddc9a8e1af92a70874c77282c12a0f1","","0","1.78","590.1056","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x9cddaca6cc40a1db6cbbc2a3972afb56cb86c293","","0","0.81","268.5312","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xd87512d91f1f8b827248e8c1177c2c731c416224","","0","0.33","109.4016","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x6f3b41ad3feab31e24adbb63d1b27c7a0b0957b0","","0","4.08","1352.6016","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xd7199e045b8cac2a1a70c87d6d0a4ba0247a9912","","0","2","663.04","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x2699b771eaf1c09325f0a55d8014676a34d8055d","","0","0.99","328.2048","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x8f245fef05a44fb969e1fa00a3e4c9e83773238a","","0","7","2320.64","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x8f245fef05a44fb969e1fa00a3e4c9e83773238a","","0","2.37","785.7024","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x8f245fef05a44fb969e1fa00a3e4c9e83773238a","","0","7.49","2483.0848","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xcaa75465ad34368428a6c86b778e16b841fab90e","","0","0.49","162.4448","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x0fa40405eb72cd92005146dd4d2746ef008a9925","","0","0.1","33.152","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x24f3329d2aa3c95a2b8af817086b3ad40b18bc36","","0","0.99","328.2048","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x6c278d9af036665e6c1ca16d64f354f13584f155","","0","0.25","82.88","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xa6c992704594a8ccd41bb342417da28eb54b2742","","0","2.8","928.256","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x783bd8c0f8d75461ecb55b861660185eba3017c3","","0","5.82","1929.4464","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x93e9702adeb8ad040d3da639201edff5a6ab05db","","0","1","331.52","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x9e501fac3f1ef0ab9334b87b9ea5f9a06b2160e1","","0","0.77","255.2704","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x19e938a39d203ba92078774aea7fd8353e549777","","0","0.98","324.8896","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xd1d7b82e0c658718ccf735a644e95f047280c854","","0","16","5304.32","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x9641ce570241afbbdc1cc3210bfe5aa9e4f1998e","","0","1.99","659.7248","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x0dfb39ed8b2867be561095f2ff77df64104f3d68","","0","8.08","2678.6816","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x906c707244231642476b810f734f994289eac4d2","","0","0.99","328.2048","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x3747f4317d225d62258c38dcb02ba8cb5f5362ec","","0","0.5","165.76","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xeadcbaa82d5023454fab9bba39a2582b41e9bad9","","0","2.86","948.1472","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x93e9702adeb8ad040d3da639201edff5a6ab05db","","0","0.92","304.9984","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xa064ac72c8835273f0d39320444ea1e728e4d6f4","","0","11.23","3722.9696","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xd99777c12da76809b1ff446654ec11966522d1fd","","0","0.1","33.152","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x4dd6837a1ca5acdbd4d7aa37578e0c28ac4b9301","","0","1.98","656.4096","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x783bd8c0f8d75461ecb55b861660185eba3017c3","","0","0.17","56.3584","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xf5c55f8d4ebaf3cb4e04a0b5e564fb6ddb87bdd3","","0","4.59","1521.6768","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xce1c9fabed5ac15362f345bb11b01a239c1f8253","","0","0.16","53.0432","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xecbc22cf21df80b8dd29d6709de96fb2c74321f8","","0","1.49","493.9648","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xdd5039a79533bb000d788d055654964a4bdc2f3a","","0","5.99","1985.8048","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xfe055ebc9100864aa0d516149816de47e2fea4e1","","0","5","1657.6","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x5c5664167fadc20204bb29544d459714227d467c","","0","0.16","53.0432","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x3341905603985789dca7da3236393255c4242edc","","0","4.99","1654.2848","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x6d7cfcc7acbdc79afe980266bbb3e8bf6445cd57","","0","0.11","36.4672","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x2a994997ada823310aa8c5cad2177bc0d35712ea","","0","3","994.56","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x52848a7bfd82f845221202db95df2ee9101760d9","","0","9","2983.68","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x0ee81a2be047a5d89c6f9b1dbf147152f89ca027","","0","1.01","334.8352","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x55023bdc1d81aa5fd6715bdf861565f189303db4","","0","3.67","1216.6784","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x4d89ae04110495986bc59eb55ef5e3e8dbfdc5d5","","0","4.59","1521.6768","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x926d1fc65fda7b7203d07b63e7e34a04349feeb8","","0","1.48","490.6496","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x9b47cbc6bb8acd1aab66084be3057a7a7387d7b7","","0","1","331.52","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x789a3dc123e635209efd2e4d7023fef4fc9f7ae4","","0","0.46","152.4992","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xb0fc2ce815cf5ce0ebd6bac8277963070b551da0","","0","12.79","4240.1408","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x2d501a81aa868bf3496c3dcb4fedbaecbb17b8cd","","0","5","1657.6","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x64d795784f46d1f173f0caf968ba1c31b2664821","","0","4.99","1654.2848","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xdc8e1b5b903277f3ac187f4bedc5720271f6deda","","0","4.94","1637.7088","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x72bb7f752d704dd1bb339fe7ee1330e9b7ab4b69","","0","0.02","6.6304","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xfeeb91cbede039bee5b1b70b1f6f2503039350a9","","0","4.99","1654.2848","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x7c2300ef9253318cbe7e2036017476c0505c0bb6","","0","1.2","397.824","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x134372af731932277b38e91ecde002110636bf1a","","0","1.4","464.128","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x911459ea703f9ff78e5d9a1ab96aef7aeed088e3","","0","1.98","656.4096","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xbf55f57daaeaf48c8c0911c3a9671428d5bb3689","","0","0.11","36.4672","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xf34a0fa2cdc44ddef9f92de6eca6f76288d94b44","","0","2","663.04","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xb9a5fd67b0f08f8a49bf7e4983c84820d3802e35","","0","0.66","218.8032","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xa32f57dfaa8b6ea6189ee15cad03459274d0943d","","0","2.38","789.0176","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x66a709e53fd893203fccfc22b9e2ad8eb8da70df","","0","10","3315.2","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x6783a25b691c283a04eb6451578823dff6ccd5ee","","0","0.99","328.2048","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xca0ffa5338c8aa54595265294650f488e688936c","","0","5","1657.6","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x7dc3e78795c4b7d2b4472a10b4e6241c75297fd1","","0","0.5","165.76","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xd3d8c44a9dc66d7163d64d9ece373763d0d3868e","","0","0.89","295.0528","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xc780aa3411b8da0572652f76167f5c056478cd67","","0","1.14","377.9328","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x87ea6a1f90109e37ebba32e8edd843b473016612","","0","1","331.52","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xfec845d1e7aeddb05ce2560df5c718b5c6829fb9","","0","1.52","503.9104","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x6ee5c6eb7baa383b9b0ae1ccb146f9fe04e05584","","0","0.69","228.7488","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xbfe40f09df18d089611811122ea0b213106f312a","","0","1.98","656.4096","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0xa4d56a2be7f9e9b07d543530feefb4f448502463","","0","0.5","165.76","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x36f00d7b41dc6d3c641810cb642fede03dd35cf0","","0","2.99","991.2448","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x2a34e3440b1dd779e19e3f9d3729a4f83c4a4dc0","","0","1","331.52","","0","","call"
"0x8f8b23ad15d733a8e96df70316c93aa16b5deb1022c4a8873d0a08d7df13d9a5","4251335","1504866047","9/8/2017 10:20:47 AM","0x8668ef4534ec8716dede42807084a526ff4904e2","0x750410db2d74027243fa5b6abcab763635fa7fa9","","0","0.9","298.368","","0","","call"
