"28","0x235f9d6d5464799091fb13e5a20cf650a0784147c7fe9a04072e47b6b8b7809d","0x696d746f6b656e","2.2","13200"
"29","0x8cb30f25d75d47bdfbc327e773e0ca7cf2bda3d85c3247335b3c7f152cc20ab0","0x696d746f6b656e","0.9","5400"
"30","0x9bd386936e4781a55affe29669689a8a60a8290b1cce291898687541964fd344","0x696d746f6b656e","0.3","1800"
"31","0x34d95ded9e149df5bb72fc565fe5399dfc4c6528e4394efdcfba09fbb4cfec37","0x696d746f6b656e","1.5","9000"
"32","0xc9fa59b9752500ba7c071c2f20dba6976be2665bb1ebdaab0de25f4149ead4f4","0x696d746f6b656e","12","72000"
"33","0x0203472bcac956738a88b3d848537eab08dfc2fa67480e24130a40654dd3d6b6","0x696d746f6b656e","0.74","4440"
"34","0xde394fe6cff40c14fc32b9b6bbd1c4daccfc4f7d6ea73c3731a94488b5ff914e","0x696d746f6b656e","5.4","32400"
"35","0xa73f2debf4d1a70e9bc74fbc034f6965929d89b10d83e20238add385bf9a7386","0x696d746f6b656e","3.4","20400"
"36","0x86a54f7b839319a341a41937ba23518d6c989aaabccecb60b49669d08c734c95","0x696d746f6b656e","0.57","3420"
"37","0x6f594a7e49d23d568551a4cabb4517c2a2b674a493e991e454bad7d0fe56ed38","0x696d746f6b656e","0.7","4200"
"38","0x248ac533fbcdf0e160d30160e0fcc777a2c1758fbdc9584f125834ae897a20fa","0x696d746f6b656e","25","150000"
"39","0xea3b542074fc02a5c6221338ec663dd86475f9b192f005c2a75f65ae0d0661f2","0x696d746f6b656e","9","54000.00000000001"
"40","0x8f44f7bb9fed975dd566fac5f4e997fda2dfa6dc7e7a464c6e6d47682e6a4206","0x696d746f6b656e","3.56","21360"
"41","0x2414db0de14c7ad742d50dae490bb605dd0dac06d777ea5d28549a81f30a1606","0x696d746f6b656e","8","48000"
"42","0x368d43de6d56bee6b2f02c73554e290a4b8aad555f7a33ef9a9358ac938c9232","0x696d746f6b656e","0.752","4512"
"43","0x30904fed33346fd3f12dcabcf04cc0b4a3aad13f0b244ba40f16fca1472ae488","0x696d746f6b656e","2","12000"
"44","0x977410cfa5a03f23a5ea41e7922ce9d062a5bdfbc9f4aa447b4715e0a9fce5c2","0x696d746f6b656e","4.95","29700"
"46","0x09b8f634c578f7d5ab633e51482a137493d74a3a89bcf09c05eca9b61227706c","0x696d746f6b656e","32","192000"
"47","0x4cdec601e365a77ca097500fab6a6d45a94ace422c875ed9a82de6ec9f3094db","0x696d746f6b656e","2","12000"
"49","0x2a9fc0bbece62acc516cdc2f5f10acd87557d425843df4d97211ae2ba1ee8b97","0x696d746f6b656e","2","12000"
"50","0x86b178e54ad1b19f699e4edb49344e1da1e613df2f61f7ea07e2bc36034dacf0","0x696d746f6b656e","4.5","27000.000000000004"
"51","0x48c1fef3a473aa3fcae3d3599dae190b2b53622b52654ba57d06e38598dc63b1","0x696d746f6b656e","1","6000"
"52","0x02eaed490a945d1f2931159124eaaca79b2d9cf12ad1d72ccde015dcdec0aa93","0x696d746f6b656e","2","12000"
"53","0x1c674c2814f251c848ca45608a6adecdf51f19e96e47d38acd8439848575c548","0x696d746f6b656e","1.95","11699.999999999998"
"54","0x5e9561a4187044193dc0060b525550a1f68c75c8f16c3059123ed83ed248b0e7","0x696d746f6b656e","0.2","1200"
"57","0x872d437cd69587869e2f4de23e24b061e67833fad412dd1762421a93a11c7444","0x696d746f6b656e","3","18000"
"58","0x3c266c8ca47825444239519bb22459399387485abb191db6d1c3bc086afa7cbb","0x696d746f6b656e","1","6000"
"62","0x83ac4239021a78fb1e084cd3cd7f828032249c2138f5337323f211ebcdfe90f0","0x696d746f6b656e","3.28","19680"
"64","0xa387b7b9b6c0c1666702954071ad29c52a97a2a39e813f5782e4a98d3ff6e9cd","0x696d746f6b656e","80","480000"
"65","0xbfdfbf62b44fad2858fa8e4364888b8f2bfa23be95ed74f68d00b6e8b048cfe6","0x696d746f6b656e","0.15","900"
"66","0xbff43bc4631deedfb9fb2a1b3b05af3f98e9bb6d9ce453fd99d0beb20babd4b1","0x696d746f6b656e","8","48000"
"69","0xed14207a33e28974b059cc9eef215ece3935371b57a999d80cf18c8bf7ad036f","0x696d746f6b656e","1.2","7200"
"70","0xff2c4e6ee74035be4ab040abc342b68454e715ff183151f06d6f23a7bac9fea5","0x696d746f6b656e","510.7","3064200.0000000005"
"71","0x015382d28f5ec3964df6c4a066ef950cbc36944e5a0f8c559f2b46ed1c702cb7","0x696d746f6b656e","2.2","13200"
"72","0x01f036565c9e69778f940511c2a6bd7e502d42fb894a51a2c792617a0b82bc97","0x696d746f6b656e","1.61","9660.000000000002"
"73","0x026c5fe69f83a75809a8abb190a00e96a20c15a401295720b3c84a0cf624157b","0x696d746f6b656e","7.5","45000"
"74","0x02eacdc30eb998ea5fe2abe4155b8c0c45ff515b97d50e578e672d4b1ca45b6a","0x696d746f6b656e","5","30000"
"75","0x02f6c35acc122f1f7392776f82a76bbb0064bc871df9a7d52e8359b97f45949e","0x696d746f6b656e","5","30000"
"76","0x0445648c4e26b512621f13adbe888bd02468281f232aba03ac8b7b2673ee4b99","0x696d746f6b656e","3","18000"
"77","0x069f3a12006d7e9aacbcdd7ed00a21306951d92b626f8366206f1e5cbf5d868e","0x696d746f6b656e","6","36000"
"79","0x0756e3a2c130d37835518f2660897855722e45206f0ffe2d0917519525548903","0x696d746f6b656e","1","6000"
"80","0x07ff6031325e9902ff523558ebb4f625065105c75c12e24b57e626c83331de77","0x696d746f6b656e","0.34881","2092.86"
"81","0x0848d59bfbe928a1a2a1fec12bcef16477583dcb3c9ada3794d524d395d5b88d","0x696d746f6b656e","0.98","5880"
"82","0x0c3c414d0613c91bfbb91357060e1092cac15416ab3dc59c9df26d7537eadfa9","0x696d746f6b656e","3.4","20400"
"84","0x0df85a65351cc9a52eb1e900ee7df6625ccb4cb63e81db692e48909d012a97f8","0x696d746f6b656e","5.48","32880"
"85","0x0e08717070dd5673fc1a3aa54733e2fbb898149c7ffbad91ddefc567da7262ec","0x696d746f6b656e","0.1","600"
"86","0x0f8833dae880a1771b4780a99dfeb53e08319dd5fe38bacbc49ada1f2e309e17","0x696d746f6b656e","0.55","3300"
"87","0x0ffd7d07a09db178dd19bf1ff3e8fc8c68fe64a298455258ae3f2d693210a03e","0x696d746f6b656e","3.08","18480"
"88","0x15a86a958c500b6db47faab16f55b0b1d0f4ac158caca18667e6587299bcbb86","0x696d746f6b656e","2","12000"
"89","0x1629ac30e40b6f606552e3e348c25067dd36baf207046697b5b96594eb967528","0x696d746f6b656e","6","36000"
"90","0x16840d9519c03cc588227de9c3f16a787d0a6f3d8e10b34744c5227ab945bc03","0x696d746f6b656e","3.08","18480"
"91","0x16a69a447d490cd3acffbe5806fd80022dc7b1c3c51ab24ee3687e83ca2c787c","0x696d746f6b656e","1","6000"
"92","0x16c34fccb09ea3dd5d4da89593455dba9cd82d3b9556d0e8dce5917197c3f0d8","0x696d746f6b656e","1.151","6905.999999999999"
"93","0x1815bf75494abe9580159810a1b2544a7e6efd591c4e8b0c5245286ae26c6c39","0x696d746f6b656e","2","12000"
"95","0x19dbac5a6a41e8fe8ef1764c60c3da815ab02f592987e0d234badce255a1b4cd","0x696d746f6b656e","4.05","24300"
"96","0x1cce0aa3340378342fb1aefd8d9a8676b7d7c10742ce262ed2e7904b22810e53","0x696d746f6b656e","0.49","2940"
"97","0x1d0268c16d674e851fb073fc6e6db6f2c2a76a72690ec1ce23af11e1cc3ba028","0x696d746f6b656e","2","12000"
"98","0x205e0e47b7f5215ee32bbb918a719f5ced5804afdb1281fb3f04b80ccff25eb1","0x696d746f6b656e","1.008","6048"
"99","0x226e2a81fca484b2c5995c25bddedd106b2e5eca6ed923a79133c1b76b291bb5","0x696d746f6b656e","50","300000"
"101","0x231c47bebcff358953839286dff28dde470e740cf8c9d094056c8c06093adf28","0x696d746f6b656e","0.018","108"
"102","0x2421853fdfc5f46f8d15f6ebe85a787296601cf7edec480e2bbffd262061f910","0x696d746f6b656e","19","114000"
"103","0x25870945fe29f11a6cac459b6be616558c5799497e75a052bc535e90a563a299","0x696d746f6b656e","20","120000"
"104","0x283a3d4910061943bf6627367f68f4e83c9f8a9742b44e14522a11a3d2bd068f","0x696d746f6b656e","4.1","24600.000000000004"
"105","0x2a24fc25e0d618cf0ee2cefd88dea8b781634abcbedc45b80c97d5843223c972","0x696d746f6b656e","1","6000"
"106","0x2b14c238d955ac71d25785ae9e18cd646d5e8cfff37a79b4847ab8d18588d611","0x696d746f6b656e","4.8","28800"
"108","0x2eab126176cd6d49fefd0c9f767a1d79ef912b5e453837a80e1d2f7ff149821e","0x696d746f6b656e","2","12000"
"109","0x3068e54e8e2ae53f0cb106b9cab75d95436da0206873bafe2cce486708d4625a","0x696d746f6b656e","10","60000"
"110","0x3122fa223e6e4c7b2b2b00b4e0289a2cca784e59438a5a59f2d86fc33ef990c0","0x696d746f6b656e","3","18000"
"111","0x326a7d7118cc93ed94ec5687f86f47af14df4c66f09e5751eca2f502963375be","0x696d746f6b656e","4","24000"
"112","0x33b4f596286b2148b20c79ee77f6b06d9c3075d06dfe61ebbf3f1c80def35eaa","0x696d746f6b656e","28","167999.99999999997"
"113","0x34fa7c50e8b82e2de45797b494285b9f72fda8b671b096584980f6af1582ffda","0x696d746f6b656e","3.98","23879.999999999996"
"114","0x36068031cb580ee7abf59969e21c2817afae45d05139434705d6f2e244523386","0x696d746f6b656e","10","60000"
"115","0x3616f3b191b0c830104b27c08fd6e08c74c1b3340a33725ea2f5bef9510473d1","0x696d746f6b656e","0.99","5940"
"117","0x3bbaf9f302269604e080c7768851cf6273bf597acf0a67f0c71695dda0c0ea20","0x696d746f6b656e","0.164","984"
"118","0x3d51ebb939b1db895074a6ba1b35ed2d04195917f2132fcbce4a291c0b296f35","0x696d746f6b656e","10","60000"
"119","0x3ec1567fbe8b61c2719a54c1dbfa8dc8cd222c08e320468bee9bd2356549c41d","0x696d746f6b656e","3.2","19200"
"120","0xf1a6a626c851a0f7d97ca12da1e6c14f9b1d4712ecb1b8059e2051adf7ad2d5b","0x696d746f6b656e","0.9","5400"
"121","0x702b6f7178479e390a36793b0f0cf4f55003e86ff48063b14db3aa5e895bf8cd","0x696d746f6b656e","0.7","4200"
"122","0x900126c96f5a14f0d37cf570029ef1233f638dd70d939f134a48840016032e6e","0x696d746f6b656e","2","12000"
"123","0x008fbd08f341862b0d7140af248ae9ef656405dcd9cb242d9a517aef2c01a3b1","0x696d746f6b656e","40.22","241320"
"124","0xc17000df00186f7c588393fccfd65081b4530d28349451d2ce3e025a7add94b9","0x696d746f6b656e","1","6000"
"125","0xcda22f9cd54c6dc810f79228f3fe2c2b7faa83131b995cfa8f05f29249167d42","0x696d746f6b656e","3.6","21600"
"130","0xd1007399d196f43b9cb9b1359c411f1cf1e298b17a12396caefd9970e52af0b5","0x696d746f6b656e","2.9","17400"
"131","0x007b0d9b6729d93363409fcdbc84ae7c8ccf9bdd0af6a03a68586824ac553a0f","0x696d746f6b656e","2.72","16320"
"132","0x0845d43ca95d43c235069779c5401d7760f721021b74c6386a8d781412197414","0x696d746f6b656e","100","600000"
"133","0x0c3da2236330379323626fa027ca443ef3b352ac5d42c99f06826724f0ea64a4","0x696d746f6b656e","1.98","11880"
"134","0x0d9879da83c882873ba46ce1196d445e522004e1b09affc7ef3f1284c05a1b87","0x696d746f6b656e","1","6000"
"135","0x12fa17170b58010cc7f73239263b2677c9dbde38e9eff582571c9acfca0c909a","0x696d746f6b656e","0.7","4200"
"136","0x13f5909c8376dfc6321d4f13eb83c5906ed23ddab8e8a620388f30801f9076d4","0x696d746f6b656e","1.6","9600"
"137","0x16a3010e1bb466ec09cc157e11ab6fc43057dafbbebeea90224a090c07851de8","0x696d746f6b656e","2.49","14940.000000000002"
"138","0x16d2f8bc9b52776063f82f8d49147971a0827fb733327950ded228a83d1b2fc0","0x696d746f6b656e","4","24000"
"139","0x1a166fe033e21edccfc3d73c6d5b9d033834693a020c5afe90761452a77f5323","0x696d746f6b656e","5.08391","30503.460000000003"
"140","0x1a9a19ddfb3f876f7d99167f6278da853d3a1f746e4589207cfd36bd5d4950a6","0x696d746f6b656e","1.7","10200"
"141","0x1e74742cb1ab509dec3708c1a0f1fd1f67fca863c0cc8bdf81c22a525b8ca17c","0x696d746f6b656e","10","60000"
"142","0x23d13ec01b3944b7b632ac7df376e06de91ce4fd1e4f422dad14e257ba6e5095","0x696d746f6b656e","10","60000"
"143","0x25040ad2eec1e091335bc76f7bf7a64ff9327ee80fb20300df444b9da5c58927","0x696d746f6b656e","7.2","43200"
"144","0x25b872b9c0d9771156b37b1e215e9e31ffe90311e183455104cf93c0fcbadd6e","0x696d746f6b656e","0.06","360"
"145","0x295e7c503ebfcbb69326d09c2ad34fa68aebc2b5b396e85f199c1b5f43930a30","0x696d746f6b656e","8","48000"
"146","0x2a829a94bbe9cbab248c7ae04c84aec9718f18aec685080328f6672497e05a0e","0x696d746f6b656e","5","30000"
"147","0x2ba731cd6c4d6310e7dff85dde55d98157ec958198fc0f098e1d08994fb53164","0x696d746f6b656e","3","18000"
"148","0x2da61ff9110174b458a8d24cf76f5ca37310d0c72c09826942b5298d3d51c83e","0x696d746f6b656e","1.6","9600"
"149","0x2e924cc2c3589cda4038443a025ac3eb71e628f2726d96d1500db2aef1609228","0x696d746f6b656e","50","300000"
"150","0x31d36de928a1af3220c96ff042aa719834153bb24d0e29dcc82a84b89f1e5649","0x696d746f6b656e","0.21","1260"
"151","0x336ef21c58926c4075d5a0f7aa3a272611f512569319240a281da592ca5b7672","0x696d746f6b656e","0.07","420"
"152","0x34ea76b783a1f7a0f4f421acca9d9e7f5f93aa1a316c3794cb38885bd7750600","0x696d746f6b656e","5","30000"
"153","0x35d698e41e122cd46152f0af6c814acbf850b8fcfc991ddb95594d4e766d927e","0x696d746f6b656e","1","6000"
"154","0x36932f2fca754012c8d3c7e69ba19231ad2d072e5014d91dee397f765e3219b0","0x696d746f6b656e","6","36000"
"155","0x386f83fabc60348dbf3d91f8bdadf58a93d80f723e9d8955cc20c8b3db4eac13","0x696d746f6b656e","5","30000"
"156","0x3b7f0b505b57fffd69ca3e5167df2ffe040aa3d97101e2060e8fa6c564501856","0x696d746f6b656e","1","6000"
"157","0x3f74ca5c9137114ac1ceb1ccf218854567e50959789b5187a5898e114cd6f5e5","0x696d746f6b656e","1","6000"
"158","0x3fad8fbdecd41d6b465362c10de7bc608c10c328fff2f5b112c31962ecddeab9","0x696d746f6b656e","1.6","9600"
"159","0x4032da5397e2f935ee703f370fffa772a8d56471350db17f302706df9d5fc815","0x696d746f6b656e","10","60000"
"160","0x403b96ab23ef204abf94349a61f88e58c37b28fab4d4fb8e2c17e1e6afc3ef5e","0x696d746f6b656e","10","60000"
"161","0x40c4440c4bcd2bcf172ad4c884b57f6311695a973ac220a0f3d9299e7506fbdd","0x696d746f6b656e","9.9","59400"
"162","0x413f8c9664b24d93ab09ee00f65b67bae2811ef6480347b16174dd90ad34f57d","0x696d746f6b656e","1.5","9000"
"163","0x4294b2c8c66ba4603627c33e504619f03f63a9b9d6c7bf70267584aef3b78351","0x696d746f6b656e","2","12000"
"164","0x4480155a549525df5b7493d017d8c658535efad28a68d763634aea836dcaff95","0x696d746f6b656e","8.6","51599.99999999999"
"165","0x4486fb5f98476d3cd47460a9a7275799fe898fa3bc23bbebfb90b5f1afcb69bd","0x696d746f6b656e","1.03","6180"
"166","0x459c165e5923411a921f66c46e3e44ddf36e5dc6d42d42836b8bd9f450b952fa","0x696d746f6b656e","2","12000"
"167","0x45a0f4437483f9774ad7732cce6335344b0a2ac80a890edc3cfe54faf6e06071","0x696d746f6b656e","53","318000"
"168","0x45c807c246fb1bd77137232f1fabd11b6bca6e29bada67689051dc889a2fa4e7","0x696d746f6b656e","2","12000"
"169","0x46a53148fd96ae4c99edf3b9e5c50aebd1cc361014f62c36d376a9e7e03ac9be","0x696d746f6b656e","3.77","22620"
"170","0x47a2bca4da934f0c8db7204c537d7aa81a1044706193cee62bee06660f70eefe","0x696d746f6b656e","100","600000"
"171","0x4858699eb31a1e39ad56e4f4689d728c24461b4268ab2a865ba7b6c0be2740a0","0x696d746f6b656e","1.5","9000"
"172","0x4a5ed4ce3d19145a2f0f999965a0fde194021c3955fee56697db4a0e46665155","0x696d746f6b656e","2.6","15600"
"173","0x4b654d49a4d3bce989bb354ebb77964b0993ad8e9070b5c785ff4674f78f8a95","0x696d746f6b656e","20","120000"
"174","0x4c9c5581c9548d79bb7104f92b554f524a6f45983ec3a54f77d8de70423932b0","0x696d746f6b656e","1.5","9000"
"175","0x4d5afbf0a9060765be81b4752de831a9a878dd6adabcf64129d84f17b88ec0ea","0x696d746f6b656e","3","18000"
"176","0x4daba24dac28eb46e43591c94898a0965c8b4c9d65ff940d10bffa2a13d52222","0x696d746f6b656e","10","60000"
"177","0x4e6ea243d532b0721d44c719aa79c8993440f1683df99542cd19e669ac5be5ce","0x696d746f6b656e","5","30000"
"178","0x4f1ac022be28ac333bff057a84a19f0db3f8f0cfc357e4f06ed4522f3b1adac8","0x696d746f6b656e","50","300000"
"180","0x51c3a8fb9103def9af2eb467d7c559e6271dd1603d9699cef71c45f2caae880b","0x696d746f6b656e","1.5","9000"
"181","0x51da4729ff17bcac4493a628d8595e6d6eaeefb00e35564ca2baacb50d04d6ec","0x696d746f6b656e","1","6000"
"182","0x520f576a92cb570b457c703d0750ecf7bd5ec5adba841198dc8cc93494d8202e","0x696d746f6b656e","0.465","2790"
"183","0x52396424519d30d7d4f519e6ec4c7100cb95d77abda66b463c0c50bdac12278a","0x696d746f6b656e","5","30000"
"184","0x5328cc3d36b871e3fb04bcc3ebb5a662ebef81eefe284aeee6e1d1298c910299","0x696d746f6b656e","3","18000"
"185","0x55f898f0ad712678b0d29ea37c9185c6778ea16c75ba1cbb922649507c8458f1","0x696d746f6b656e","50","300000"
"186","0x5632311e23fca5f29d1983fa0c77b151b062aa2b35216b2dabf451a4a8c52783","0x696d746f6b656e","0.02","120"
"187","0x5908625a4aff95a5c93a2ee91deb6a4626d34edeadb11c9a9ab492f51e6d5ce9","0x696d746f6b656e","9.2","55200"
"188","0x5928f3c3c66ec91148e721dca4bba3dca7c3c15bdb60e69e665d15e053c1a88f","0x696d746f6b656e","2","12000"
"189","0x594af81810196bcc079d7d24351c09ee955db459e52921bea7db2ab4fd9f4e2d","0x696d746f6b656e","4","24000"
"190","0x5950df9de5ddeacb664fb00331c41aab27c0957659366cacbb36421746d12a5c","0x696d746f6b656e","8","48000"
"191","0x5abf41899e7f267403f5ec8ebe028120e35d9f01452135a57629c3b8b8bbf66c","0x696d746f6b656e","19","114000"
"192","0x5ca348ac4e7fe448d9d5189b72eb0ef11d54596aa9ff86b8d1e9aebe077cd4ef","0x696d746f6b656e","1.64","9840"
"193","0x5ddc87248550c4f4f71b2596728691ca3b68033c8bf972ce4d5dcb97f928cf04","0x696d746f6b656e","0.3","1800"
"194","0x6319eca1934e0585e35ded4b8ddb5634feba2adad881461487fb890f93288bc2","0x696d746f6b656e","30","180000"
"195","0x6332b17e2dbef95fe3cd5dd77607a7be572635579dec1ba1bebd4eb20452cd1a","0x696d746f6b656e","5","30000"
"196","0x9abb07591d92c2ff692376db0b782b591858794e9aa39457617ce8b8d1831847","0x696d746f6b656e","8.7","52200"
"198","0x1e8e6b61fb8aa8f159befde58f03ed1a537ec42241586c9a830ab49f518a9432","0x696d746f6b656e","1.0926","6555.599999999999"
"199","0x1ed9883fb7777a10f13180470daeb67cdb93126a2b2870498c60c0e764946e1b","0x696d746f6b656e","4","24000"
"200","0x247f468f0db90daa74d865698f57a20f6cf8942df23a4f12575e68d3daf3fc2b","0x696d746f6b656e","6","36000"
"201","0x35044a364830c619ca009b4c7e9bf2b5ca5a2deb559ac8fa41b75545aae1dac0","0x696d746f6b656e","1","6000"
"202","0x4d02e10f39acb1fd2dad00640a001747d76dd44bc641cfb8ded7d1c1de85bd5b","0x696d746f6b656e","3","18000"
"203","0x6358d163dfe469d7ab41e4100587a018fdd862a8ac74c99157b6441287bb9084","0x696d746f6b656e","3","18000"
"204","0x640bde53100e359ff46e23ab6402360043a7a28bf2d38778eb8ca315f89296b1","0x696d746f6b656e","1.9","11400"
"205","0x645c3333112e96771d702c1c7bbf4d3d0e6c21c150a8bd937cdba0a960461477","0x696d746f6b656e","3","18000"
"206","0x665855c837b3035aa74fc0445f0a259909ff57cc20df68c06390961ed491f3dc","0x696d746f6b656e","1","6000"
"207","0x66f0ea21c6c2260c28a7a2cfdacfd34825f9e10735e1dfbda8489d15e406c536","0x696d746f6b656e","10.1","60600"
"208","0x675e80098426c8d0bcf60cdfe351219014d11d67fb13f88f1dd74b68826b8279","0x696d746f6b656e","1","6000"
"209","0x6822b72e1e1c8b38a9161f6c454ec4c1ff8276c4ad0ffdb573a366b67897f826","0x696d746f6b656e","15","90000"
"210","0x683763582c074e80795c1345b86afa72646f0cb2e848812ddebebcd5e2186dbe","0x696d746f6b656e","5","30000"
"211","0x68da3631a792892e894b34433a17c146d28f383ec855a74c2e040595c7bb2c83","0x696d746f6b656e","4","24000"
"212","0x6a3d5266c853fb83bf6d1562668a86f44b1917016dcdbcec97ef9f7b1214d4b7","0x696d746f6b656e","1","6000"
"213","0x6b2d5e38eafac1af86160db1082a7801a5ba2baab714351cb17596d3de405041","0x696d746f6b656e","2","12000"
"214","0x6baa30d2f5c36400c6fa9d4426325014fed5f56357b94dfc23c4f5b4b3ae6258","0x696d746f6b656e","1.03","6180"
"215","0x6c2e59d18bd1cb5dae14e7fe1582a9e7bcd4334dae2a53f2131c569f06678809","0x696d746f6b656e","17","102000"
"216","0x6d308dae6a17b55552a257b1a1d32c9c34862190937bfdde36abbf6de58753fb","0x696d746f6b656e","2","12000"
"217","0x6d34577cf22039621e5de6b19a32c3de36e4773e25c16c2eded53216db73998b","0x696d746f6b656e","16.5","99000"
"219","0x6dfa90bdc9375f9e063ae45374c903576274868ad7e9ab1bd9636ddaa6a6760b","0x696d746f6b656e","2","12000"
"220","0x6eb7238be9dbaae05a8f98e2129aa6fcf08c1c4a4068387e13d37c568a95d7fd","0x696d746f6b656e","5","30000"
"221","0x7088a07056e365f723460fe4baa013c2e0dc3dd597763dea959509eb81ea8dd5","0x696d746f6b656e","9.998","59988"
"222","0x714044eb257808f9e0273e780536b62e7dcfa24d5b6ca32bf299f9d7c61e7b99","0x696d746f6b656e","5.4","32400"
"223","0x71698d8f40a114e9c7d2b2567d3b66fa7a42450ef37346226c18442824a0dc7a","0x696d746f6b656e","4.2","25200"
"224","0x72a3e336ded5275ad8b0327fdb1b3528bf91063f3b50f030b40efe23c9428eae","0x696d746f6b656e","1.028","6168"
"225","0x72cb79ec1fb4ad46018b32142d81da6193515fb9cbc6c6b21c60fd30cd591cf1","0x696d746f6b656e","1","6000"
"226","0x735386bc29848a20fbd8e652a35d6864b87dd39b795dd376425e89445af915c6","0x696d746f6b656e","2","12000"
"227","0x74a82ca7ec57e5e11cc9e2c86b4ac5302f337d5e3108d037c03e41e386452ba2","0x696d746f6b656e","3.33","19980"
"228","0x77446933cb114a35adc4d69d99a87bd802eb409dac9108a5de0321678aecc613","0x696d746f6b656e","3","18000"
"229","0x778a2801210775eb14e7d80e24f60b50172295e61d5e288f98bc26380f3419c1","0x696d746f6b656e","4","24000"
"230","0x77f14c075e375abf0ac2f672311fa3a3e4caaf041166b02d47db4d9c2beef96d","0x696d746f6b656e","6.7","40200"
"231","0x784f0f8edd6ce65dac7ddf154433798f453983d230c1fd7bbc6c85ab2ce03e2a","0x696d746f6b656e","100","600000"
"232","0x7aac83239d2b68238472ff8e3e1cbe57d3ec541fc30568f60f458a174299842e","0x696d746f6b656e","2","12000"
"233","0x7c12705968a2f9c1388d5724817b8598c8534227fceaf5817ddabbcd5b89a946","0x696d746f6b656e","2.168","13008"
"234","0x7e255aec878b05eb30b33e14498e63458ef6ba450ee1f27173b2e9db33fd308c","0x696d746f6b656e","40","240000"
"235","0x7e42cfd8f46ecb2e6d73f8cc93c88ab79df2dd0ad72831cb28b68d76f2bbd38a","0x696d746f6b656e","1.5","9000"
"236","0x83868665d362e4fd256458c7684eeb84b11a35178a784ae037658420a6073948","0x696d746f6b656e","1.99","11939.999999999998"
"237","0x85adc0c6ad9e5378b5a98d6f54f5db67a8e581dec73c7a16532fb89f172e91dd","0x696d746f6b656e","1.78","10680"
"238","0x86f6ac042fde8163063f0f1ae111bb9eefa8c1f29a17362a9f4415d9800fd1ff","0x696d746f6b656e","8.6","51599.99999999999"
"239","0x87d1f6442f9e8898e4b31678156416b442de76a35a5108604e3cf37e728e4af7","0x696d746f6b656e","0.6","3600"
